,group,is_risky,cluster,from_grade,to_grade,transition,high_risk_transition,Attr49,Attr38,retained_earnings_to_assets,working_capital_to_assets,Attr25,Attr24,Attr35,Attr13,Attr30,Attr52,Attr29,Attr56,Attr55,Attr21,Attr41,Attr12,Attr58,cash_to_current_liabilities,Attr57,Attr63,Attr47,Attr54,Attr15
15606,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.09929,0.38621,0.0,0.31676,-0.14168,0.013146,-0.12285,-0.10789,0.46313,0.42251,3.5675,-0.09302,1170.1,0.72705,-0.17051,-0.24123,1.1115,-107.63,-0.38339,2.1518,187.85,5.561,-1572.2
15607,risky_upgrade,1,2,CCC,B,CCC→B,1,0.019223,0.9018,-0.14251,0.85925,0.75279,0.071822,0.090568,0.070444,-0.39496,0.053727,2.5258,0.047227,288.32,0.31632000000000005,0.025212,0.90285,0.95251,171.45,0.096695,19.535,0.0,21.176,265.23
15608,risky_upgrade,1,1,CCC,B,CCC→B,1,-5e-05,0.22611,0.0,-0.13793,0.20458,0.039022,-0.19741,0.023496,0.74435,0.60571,4.2378,-0.19032,-2384.7,0.88199,0.58758,0.003177,0.99811,-91.225,0.002566,1.3844,49.61,0.58169,11598.0
15611,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.8681929,-0.7113339999999999,-1.880592,-1.00064,-1.86106,-1.034518,-0.032729,-0.5750552000000001,4.20196500000005,3.241538000000006,3.7253,0.80714,-19786.0,0.31632000000000005,-0.9373,-0.096169,1.6584000000000014,-2978.4999999999995,0.12921,0.293002,4.8838,-3.5025279999999994,-3795.4
15612,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.13783,0.8691,0.018509,0.042745,0.01376,-0.26405,-0.032551,-0.14916,0.4701,0.46923,3.4296,0.9867157000000019,114.94,0.61594,-0.12913,-0.27936,0.0475312,-45.053,-0.042024,1.873,1.3641,1.0518,-1306.5
15613,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.04754,0.43944,-0.23544,0.19294,-0.14132,-0.35554,-0.004339,-0.12898,1.1461,0.74222,5.0412,-0.006664,21215.0,0.75633,-1.6425,-0.18793,1.006,-46.025,-0.3784,1.3384,154.39,1.3704,-3438.5
15615,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.11059,0.70488,0.0,-0.11524,0.64081,0.048395,-0.2065,-0.046626,0.17528,0.14941,3.0663,0.087659,-134.26,1.0049,-0.054519,-0.27921,0.84042,-30.381,-0.11953,5.9883,8.5047,0.85614,-1416.0
15616,risky_upgrade,1,1,BBB,A,BBB→A,0,-0.087411,0.65708,0.38568,0.31329,0.5016,-0.21996,0.072119,-0.019649,0.18011,0.19039,3.3404,0.038518,686.1,1.033,-0.30955,-0.29225,1.0489,-12.149,-0.1633,5.4628,69.334,1.9128,-3400.5
15617,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.8681929,-0.32592,0.006413,-0.9687,-0.92714,-0.6496,-0.5391808,-0.5750552000000001,1.4301,0.71972,3.6117,-0.6627794,-3962.0,0.56928,-0.04524,-0.79789,1.6584000000000014,-217.64,2.8106089999999995,0.6937,29.979,-0.50531,-483.64
15618,risky_upgrade,1,1,BBB,A,BBB→A,0,-0.1384,0.30259,0.0,-0.061788,0.21697,-0.096655,-0.067173,-0.078926,0.8636,3.241538000000006,4.0542,0.9867157000000019,0.9114,0.53911,7.3974,-0.19036,0.092607,2433.6,-0.6178,1.2684,380.53370000000007,0.83043,-3993.8
15620,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.097241,0.13991,0.000113,0.016908,0.003047,0.26123,-0.14634,-0.13739,0.61097,0.50178,3.9333,-0.011211,145.0,0.5113,-0.21188,-0.24735,1.0086,-118.04,-2.1245,1.8003,117.95,0.83095,-1642.1
15622,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.19153,0.49504,0.14763,-0.29153,0.32357,0.67192,-0.010124,-0.031954,1.8326,2.3413,5.6605,0.14093,-40775.49,1.0175,0.59007,-0.094262,1.0301,-703.82,0.0,0.49118,88.953,0.62937,-25959.0
15623,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.8681929,-0.7113339999999999,-1.880592,-1.00064,-1.86106,-1.034518,-0.5391808,-0.5750552000000001,2.4765,1.2977,2.5441,-0.6627794,-1480.0,0.75724,-0.089813,-0.42045,1.6584000000000014,-377.75,0.44903,0.4345,3.0265,-3.5025279999999994,-955.93
15625,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.092917,-0.074434,-0.93038,-0.47165,-1.0429,-0.42578,-0.32157,-0.12071,0.716,0.47017,3.9339,0.043041,-4051.0,0.88907,-0.25724,-0.20946,0.86074,-138.29,1.8201,1.7353,48.137,-0.12871,-2168.2
15626,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.22595,-0.48504,-1.2465,-0.68336,-1.7645,-1.034518,-0.43776,-0.23072,0.70947,0.56746,4.2152,-0.21216,-11216.0,1.0997,-0.12936,-0.36488,1.2031,-168.12,1.0678,1.4538,64.373,-1.8386,-1138.5
15628,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.854,-0.7113339999999999,-1.2417,-1.00064,-1.86106,-1.034518,-0.5391808,-0.5750552000000001,1.6357,0.89917,3.9138,-0.6627794,-16904.0,0.89152,-0.071177,-0.55679,1.6584000000000014,-288.14,0.84981,0.63382,36.544,-3.5025279999999994,-715.57
15629,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.14841,0.25673,-0.087242,-0.13973,-0.08452,-0.10954,-0.14919,0.20325,1.0245,0.57322,3.5839,-0.17156,-536.0,0.67694,0.1365,0.002336,0.95701,-173.65,0.015024,1.4891,94.865,0.46279,1874.9
15630,risky_upgrade,1,1,BBB,A,BBB→A,0,0.048327,0.66514,0.0,0.63834,0.60476,0.47898,0.10369,0.067696,0.096738,0.20205,4.0856,0.16474,7775.0,0.8972,0.1448,0.35157,0.82997,17.248,0.1256,5.1933,129.01,12.684,1131.9
15631,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.40053,0.00073,0.33468,-0.11864,-0.007696,-0.66907,-0.30856,-0.37112,1.1785,0.86963,3.7733,-0.36708,-704.0,0.38243,-0.12066,-0.3425,1.3475,-243.06,-2.9482139999999997,0.84115,209.29,0.006114,-1169.2
15633,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.1475,-0.7113339999999999,-1.3328,-1.00064,-1.5305,-1.034518,-0.092646,-0.15902,2.0015,1.8193,4.8421,-0.090187,-40775.49,1.0047,-0.72853,-0.094269,1.1163,-473.45,0.18704,0.50419,27.532,-2.8127,-4595.2
15634,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.056522,0.18473,0.0,-0.12961,0.099362,-0.28457,-0.11667,-0.096441,0.59667,0.42426,4.4573,0.086013,-3715.0,1.1677,-0.35308,-0.20435,0.88767,-99.601,-0.69443,2.119,69.748,0.37935,-2265.9
15635,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.3057,0.29782,-0.23909,-0.28995,0.13941,0.97396,-0.20051,-0.18497,1.0235,0.55692,3.9073,-0.24293,-2342.1,0.87335,-0.24534,-0.37529,1.3297,-164.29,-1.1764,1.3988,55.872,0.42552,-2019.7
15636,risky_upgrade,1,2,A,AA,A→AA,0,-0.066618,0.95877,0.0,0.87637,0.31131,0.032928,-0.032489,0.033539,-0.18673,0.028431,3.2769,-0.02277,1658.1,0.74791,0.029518,-0.55674,1.0156,83.04,-0.023908,34.39,139.74,11.604,316.46
15638,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.071025,0.72284,0.0,0.70975,0.15333,-0.16122,-0.063286,-0.037478,-0.16788,0.22086,3.3497,0.14882,1587.7,0.79156,-0.12027,-0.15842,0.83397,174.58,-0.056067,4.227,46.019,21.173,-2495.7
15639,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.8681929,0.28527,-0.70452,-0.30245,-0.52987,0.57825,-0.435,-0.5750552000000001,1.718,0.86343,4.3357,-0.45183,-6551.0,0.51933,-0.067591,-0.70138,1.6584000000000014,-275.61,-1.5947,0.59908,99.673,0.43804,-698.73
15640,risky_upgrade,1,1,B,BB,B→BB,1,0.005994,0.25977,0.0,0.20163,0.18491,0.24708,0.022925,0.001222,0.3285,0.3293,3.9071,0.091515,1628.0,1.0371,1.8951,0.003696,0.91346,4.8274,0.007115,3.0254,23.823,3.8269,37403.399999999994
15641,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.068721,-0.27383,-0.24447,-0.24439,-0.30334,-0.35932,-0.068973,-0.069336,0.72068,0.59528,3.2289,0.2057,-414.0,1.0552,-0.35125,-0.10841,0.82476,-74.502,0.44544,1.5635,27.587,-2.2902,-3812.2
15643,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.8681929,-0.13315,-1.880592,-0.75872,-1.86106,0.63828,-0.44285,-0.47308,1.6197,0.79934,2.9684,-0.63402,-705.49,0.76316,-0.14361,-0.49903,1.6584000000000014,-240.82,2.8106089999999995,0.64843,0.0,-0.19537,-1251.7
15644,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.002672,0.13291,-0.3045,-0.068396,-0.29856,-0.097608,-0.058983,-0.013446,0.3386,0.34031,4.7964,0.88032,-4280.0,0.80713,-2.2021499999999996,-0.038514,0.11896,-25.909,-0.25069,2.8644,16.268,0.65385,-9498.6
15645,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.095797,0.019176,0.040954,-0.6765,-0.066468,-0.3732,-0.25102,-0.10249,0.25068,0.24024,3.0885,0.18403,-829.39,0.70074,-0.09174,-0.38871,0.84453,-66.303,-2.9482139999999997,3.7928,5.5867,0.027537,-939.0
15646,risky_upgrade,1,3,B,BB,B→BB,1,-0.45516,0.67367,0.0,0.2683,-0.086748,-0.23767,-0.20324,-0.011757,0.38266,0.15976,4.0669,-0.2734,3130.0,0.83592,-2.1844,-1.1541,1.1972,95.251,-0.31396,4.9156,19.839,1.1607,-18526.0
15647,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.059396,0.50331,0.0,0.033202,0.37377,-0.31404,-0.16874,-0.086062,0.30986,0.26055,3.4832,-0.023543,101.0,1.015,-0.19541,-0.30019,0.98605,0.059013,-0.37555,3.4881,6.3019,1.0699,-1476.8
15651,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.18081,0.67437,0.0,0.015291,0.50459,-0.23635,-0.22437,0.013804,0.39703,0.21352,3.5611,-0.2777,55.66,0.87377,0.55242,-0.32604,1.065,-49.681,-0.10743,3.6655,51.689,0.88235,10821.0
15652,risky_upgrade,1,0,CCC,B,CCC→B,1,0.13777,-0.7113339999999999,-1.880592,-1.00064,-1.86106,-0.41621,0.090058,-0.5750552000000001,4.20196500000005,3.241538000000006,3.0116,0.17126,-1681.7,0.52534,1.3424,-0.21417,0.85041,-1338.2,0.15756,0.29576,0.0,-0.92812,-3330.3
15653,risky_upgrade,1,1,B,BB,B→BB,1,-0.006554,0.62089,0.19617,0.58866,0.55777,0.49072,-0.025547,-0.005851,0.10937,0.11159,3.4173,-0.0076,1538.8,0.74059,-0.57185,-0.052036,1.0059,53.648,-0.031781,8.8939,8.8351,19.273,-7014.4
15654,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.21554,0.068168,-0.70338,-0.63399,-0.045162,-0.40952,-0.12136,-0.005502,1.2478,1.0347,4.6502,-0.1579,-28329.0,0.81695,-0.67518,-0.068813,1.0273,-349.91,-1.2189,0.83467,68.008,0.095615,-26372.28
15655,risky_upgrade,1,2,CCC,B,CCC→B,1,0.057042,0.64783,0.0,0.64165,0.39623,-0.13422,0.060034,0.078,0.31828,0.34144,2.4566,0.32053,183.62,1.1254,0.18873,0.24173,0.63225,141.4,0.13129,3.0991,83.595,67.47412000000033,1511.3
15656,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.8681929,0.43001,-1.3732,0.39854,-1.3732,0.94136,-0.5391808,-0.5750552000000001,0.74522,0.48641,4.187,0.23446,6130.0,0.50879,-0.037675,-2.09503,1.6584000000000014,-95.718,-2.9482139999999997,1.9116,56.481,2.4156,-205.36
15658,risky_upgrade,1,3,B,BB,B→BB,1,-0.17565,0.29285,0.0,-0.24662,0.23231,0.54407,-0.23615,-0.11804,0.43915,0.35939,4.2603,-0.14098,-4491.4,1.0456,-0.13563,-0.36417,1.1706,-70.811,-0.81704,2.3994,19.306,0.53392,-1361.1
15660,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.15567,0.34597,-0.27298,0.1032,-0.40563,-0.15277,-0.2781,-0.16703,0.5864,0.46492,3.5916,-0.00739,403.0,0.63902,-0.12626,-0.2833,0.92105,-30.887,-0.53535,1.696,57.907,1.4233,-1288.4
15662,risky_upgrade,1,1,B,BB,B→BB,1,0.010827,0.66521,-0.49675,0.24603,-0.4679,0.86191,0.1544,0.027814,0.066086,0.070272,2.1218,0.031377,32.57,0.70305,0.043669,0.1065,0.96415,12.515,0.04338,14.691,6.4297,1.587,893.25
15663,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.14112,0.22884,0.075622,-0.12146,0.13071,0.058709,-0.24231,-0.14529,0.44242,0.2069,3.6966,0.000812,-604.0,0.86128,-0.10501,-0.60825,1.0003,-56.725,-1.1011,4.1864,35.386,0.32366,-1116.8
15664,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.072342,-0.19281,-0.1619,-0.53881,-0.37189,-0.38659,-0.5391808,-0.10214,0.48386,0.316,3.2467,-0.12379,-951.0,0.85534,-0.22477,-0.22319,0.84681,-79.63,1.2484,2.185,24.088,-0.46815,-1743.1
15665,risky_upgrade,1,1,B,BB,B→BB,1,0.014657,0.29984,0.0,0.10527,0.23975,0.016942,0.054966,0.009361,0.16169,0.23317,3.6995,0.088048,527.0,0.71364,0.5293,0.040661,0.91565,-26.1,0.096769,4.3438,38.982,1.4847,9075.2
15666,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.19311,-0.017572,-0.50891,-0.17126,-0.74976,-0.38156,-0.20404,-0.19273,0.88025,0.72647,2.7374,-0.17682,-93.56,0.83798,-0.18237,-0.24412,1.1772,-123.45,2.8106089999999995,1.1697,31.333,-0.095163,-1669.9
15667,risky_upgrade,1,1,CCC,B,CCC→B,1,0.057107,0.67898,0.0,0.23981,0.2415,-0.21325,-0.14552,0.11266,0.18538,0.35431,3.5293,-0.23965,811.29,0.77442,0.16162,0.19742,0.93815,33.996,0.077819,2.2768,76.294,1.3763,1712.2
15668,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.10545,0.19877,-0.24249,-0.42446,-0.2619,-0.82142,-0.1726,-0.16101,0.58399,0.50188,4.5697,0.058882,-15761.0,1.0378,-0.19209,-0.2723,0.90616,-156.63,-1.1537,1.6912,60.081,0.31395,-1377.6
15669,risky_upgrade,1,2,BB,BBB,BB→BBB,0,-0.032322,0.91612,0.0,0.43458,-0.092924,1.0048,-0.11232,-0.016212,0.011622,0.021277,3.0076,-0.029333,442.24,0.87401,-0.045041,-1.1078,1.0296,32.999,-0.10143,45.649,6.8526,1.9025,-493.2
15670,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.8681929,-0.58747,-1.1909,-1.00064,-0.62693,-0.81226,-0.36019,-0.5750552000000001,4.20196500000005,3.241538000000006,3.7795,-0.6627794,-8666.8,0.31632000000000005,-0.22334,-0.28402,1.6584000000000014,-1538.0,0.75085,0.293002,63.767,-0.66242,-1669.4
15671,risky_upgrade,1,1,BBB,A,BBB→A,0,0.035802,0.71678,0.0,0.013657,0.16583,0.2141,0.19177,0.1108,0.10648,0.086463,4.0327,0.064232,147.26,1.0452,0.033107,0.87477,0.92991,-10.23,0.25049,12.199,11.23,0.96653,372.94
15672,risky_upgrade,1,1,B,BB,B→BB,1,-0.001548,0.41259,0.003588,0.080966,0.21492,0.013073,0.041053,0.026333,0.35624,0.26176,4.9936,-0.018859,7978.5,0.7388,0.30001,0.022446,1.0189,-36.223,0.016696,3.7495,48.984,1.2257,4951.4
15674,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.086431,0.48962,-0.23187,-0.31601,0.42109,-0.23192,-0.1884,-0.066353,0.19,0.15552,4.8596,-0.069245,-22872.0,0.91543,-0.1244,-0.50695,1.0692,-46.156,-0.55064,6.0135,6.6535,0.57031,-1051.8
15675,risky_upgrade,1,1,B,BB,B→BB,1,0.030944,0.45957,0.033356,-0.14625,0.45957,0.040243,0.068851,0.031974,0.23053,0.24906,3.4764,0.039865,-438.05,1.0452,0.16219,0.097055,0.96014,-59.931,0.072579,4.1817,27.421,0.62818,2729.9
15676,risky_upgrade,1,3,B,BB,B→BB,1,-0.24472,0.68945,-0.089161,-0.14603,0.59729,-0.086738,-0.073689,-0.17056,1.0244,0.68802,4.8854,-0.14749,-11216.0,0.52538,-0.2471,-0.2844,1.1475,-157.56,-0.14927,1.2666,28.8,0.81976,-2200.0
15678,risky_upgrade,1,1,BBB,A,BBB→A,0,0.013899,0.67594,0.093866,0.50741,0.5605,0.12117,0.10195,0.061521,-0.043919,0.11345,3.7733,0.034463,3011.0,1.4345,0.08876,0.37389,0.96554,48.914,0.16747,9.129,16.301,4.011,881.41
15680,risky_upgrade,1,1,BBB,A,BBB→A,0,0.051797,0.58696,0.18459,0.032701,0.39223,0.23019,0.21345,0.12684,0.21194,0.16143,4.4081,0.080167,836.81,1.3727,0.062111,0.62423,0.91983,-23.623,0.47061,6.7347,27.942,0.98064,652.92
15681,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.085596,0.90931,-0.011849,0.43179,0.78227,-0.13202,-0.16427,-0.007185,-0.042947,0.03317,2.6722,-0.063742,202.97,0.92923,-0.22005,-1.3251,1.045,50.902,-0.13491,28.337,6.6144,1.9041,-2159.7
15682,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.8681929,-0.7113339999999999,-1.880592,-1.00064,-1.86106,-1.034518,-0.5391808,-0.5750552000000001,4.20196500000005,3.241538000000006,3.2657,-0.6627794,-40775.49,0.31632000000000005,-0.99159,-0.44313,1.6584000000000014,-2978.4999999999995,0.44864,0.293002,11.041,-3.5025279999999994,-826.19
15683,risky_upgrade,1,3,B,BB,B→BB,1,-0.22118,0.81464,0.0,0.82593,0.61293,-0.11424,-0.053532,-0.16854,0.23207,0.23889,2.3943,-0.091435,204.74,1.0452,-0.062838,-0.65632,1.1853,323.42,-0.14024,3.3634,90.75,1.3767,-685.83
15684,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.3862,0.92763,0.0,0.75913,0.40095,-0.18827,-0.27746,-0.20188,0.092817,0.078718,2.4545,-0.43522,216.2,1.0452,-0.018994,-2.09503,1.2546,97.671,-0.20296,8.8083,157.17,5.5051,-205.26
15686,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.097279,-0.4284,-0.27542,-0.4906,-0.9179,-0.88951,-0.5391808,-0.089924,0.23067,0.1892,2.1853,-0.094196,-75.17,2.5759,-0.086109,-0.45207,1.0943,-27.096,1.0859,4.8271,3.5365,-3.5025279999999994,-941.79
15687,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.8681929,0.98217,0.0,0.8898208000000005,0.88974,-0.52873,-0.066646,-0.5750552000000001,-0.48241,0.19164,2.7366,-0.6627794,535.55,1.0452,-0.008098,-2.09503,1.6584000000000014,108.17,-0.53833,0.81893,16.12,1.3767,-12.306
15689,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.11542,0.21213,-0.19472,-0.1952,0.21213,-0.19472,-0.16883,-0.1006,0.44935,0.42636,3.9052,-0.097957,-1569.3,1.0452,-0.18059,-0.24715,1.098,-93.457,-0.9179,2.1362,54.512,0.52074,-1698.4
15690,risky_upgrade,1,1,CCC,B,CCC→B,1,0.009423,0.13468,-0.26007,-0.043267,-0.21609,0.024517,0.050596,0.024925,0.41044,0.42305,3.3551,0.024015,-98.0,1.0498,0.32358,0.02027,0.97259,-59.629,0.029175,2.4219,49.09,0.75695,6046.3
15691,risky_upgrade,1,1,CCC,B,CCC→B,1,0.005257,0.14545,0.0,0.14545,0.021651,0.025365,0.023577,0.005326,0.18412,0.18041,2.5605,0.019064,52.87,1.0452,1.2843,0.029683,0.98057,-6.6071,0.57809,5.5727,16.675,1.3767,13880.0
15693,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.13783,0.8691,0.018509,0.042745,0.01376,-0.26405,-0.032551,-0.14916,0.4701,0.46923,3.4296,0.9867157000000019,114.94,0.61594,-0.12913,-0.27936,0.0475312,-45.053,-0.042024,1.873,1.3641,1.0518,-1306.5
15694,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.002108,0.000297,0.0,-0.65339,0.000125,0.001654,0.00828,0.006179,0.50192,0.37996,4.462,0.004146,-18930.0,1.0452,1.9506,0.002195,0.99678,-133.47,0.41928,2.6404,13.658,0.00033,29681.0
15695,risky_upgrade,1,1,B,BB,B→BB,1,0.035971,0.47917,0.10046,0.28382,0.47917,0.13181,0.15591,0.041564,0.1276,0.14201,3.9146,0.043212,2331.4,1.2116,0.092949,0.26142,0.95679,-9.8168,0.20965,7.3599,36.925,2.2605,1193.2
15696,risky_upgrade,1,2,CCC,B,CCC→B,1,0.3816567000000009,0.9326,0.007534,0.8898208000000005,0.92524,0.16251,-0.037644,0.7681938000000001,0.60653,0.24987,3.9109,-0.6627794,7917.3,0.31632000000000005,0.019669,7.1319,0.32727,2879.174999999992,0.19837,1.581,0.0,1.3767,114.12
15697,risky_upgrade,1,2,BB,BBB,BB→BBB,0,0.003292,0.87483,0.023165,0.8898208000000005,0.87483,0.034047,0.005694,0.032925,-0.6269029,0.033726,4.4185,0.000417,25010.0,0.98497,0.15642,0.92041,0.99958,287.13,0.026479,29.663,25.429,67.47412000000033,373.72
15698,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.055186,0.19382,-0.20061,-0.14543,0.19382,-0.20061,-0.068907,-0.046138,0.29187,0.23338,3.7646,-0.27529,-845.7,0.82622,2.899,-0.2534,1.2753,-64.468,-1.0351,3.36,47.745,0.54786,-2354.5
15699,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.094342,0.40696,-0.18076,-0.14444,0.37873,-0.18406,-0.24747,-0.047767,0.1867,0.17838,4.9228,-0.080649,-12092.0,0.94417,-0.096773,-0.31445,1.0806,-36.948,-0.47727,5.1877,20.809,0.72791,-1544.0
15700,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.35605,-0.7113339999999999,-0.95719,-0.79093,-1.4145,-0.35042,-0.43394,-0.30564,1.027,0.84649,2.7495,-0.29033,-444.28,1.0452,-0.14147,-0.28498,1.29,-138.15,0.64486,0.83277,0.0,1.3767,-1434.0
15702,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.078426,0.007778,0.0,-0.3698,-0.022606,0.027048,-0.12941,-0.001558,0.37696,0.36229,3.2163,-0.049594,-608.55,0.51721,-0.61051,-0.079918,1.0298,-57.598,-2.9482139999999997,2.6298,6.9415,0.0206,-26372.28
15703,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.71299,0.96359,-0.15035,0.10119,-0.024012,-0.02853,-0.005803,-0.5750552000000001,4.20196500000005,2.0821,3.8099,-0.4996,653.19,1.0452,-2.2021499999999996,-0.78664,1.322,2337.0,-0.11828,0.32028,74.662,1.1171,-10629.0
15704,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.12496,0.15098,-0.53098,-0.38239,-0.85707,-0.32609,-0.24149,-0.079381,0.73909,0.28923,2.519,-0.089639,-126.33,1.0452,-0.50685,-0.38408,1.1196,-66.951,0.46206,3.1731,17.637,0.28309,-2911.3
15705,risky_upgrade,1,3,B,BB,B→BB,1,-0.13748,0.54839,-0.18458,0.008791,0.35206,-0.20222,-0.15067,-0.11584,0.45659,0.30042,4.4803,-0.051537,265.65,0.94647,-0.19052,-0.45952,1.0515,-44.568,-0.52428,3.1655,46.117,0.99503,-1439.4
15706,risky_upgrade,1,3,B,BB,B→BB,1,-0.17681,0.54549,-0.12891,0.076329,0.21564,-0.12048,-0.10337,-0.072497,0.82331,0.42813,4.441,-0.095152,2107.3,0.7667,-0.51449,-0.28619,1.0952,-66.954,-0.59781,2.1328,90.75,1.0852,-4210.2
15707,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.55614,-0.11061,-0.055028,-0.27077,-0.11061,-0.052376,-0.046939,-0.075329,1.8562,1.3302,4.8183,-0.42148,-17818.0,0.91482,-1.5252,-0.17612,1.4215,-548.84,0.49749,0.52885,12.936,-0.11364,-9162.3
15708,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.58259,0.9843212,-1.880592,0.0,0.9445156000000003,-1.034518,-0.5391808,-0.37896,0.0,0.014425480000000001,1.94594,-0.14732,0.0,1.0452,0.0,0.17239,1.1473,0.0,-1.7384,5.0876,45.776,67.47412000000033,0.0
15709,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.23811,-0.43015,-0.91628,-0.53493,-1.4826,-0.56633,-0.46773,-0.27216,1.0629,0.55468,2.698,-0.032755,-266.84,1.0452,-0.14943,-0.39599,1.046,-190.95,0.46344,1.455,116.2,-3.5025279999999994,-1431.6
15712,risky_upgrade,1,1,B,BB,B→BB,1,0.014113,0.33002,0.11795,0.2968,0.13867,0.023038,0.023689,0.022074,0.51039,0.52751,2.7182,0.018353,155.11,1.0452,0.76684,0.034468,0.98133,80.814,0.062794,1.9311,3.8143,9.4816,8583.0
15713,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.29434,-0.27233,-0.22103,-0.44576,-0.27975,-0.55195,-0.2842,-0.29492,1.0278,0.38004,2.3554,-0.22987,-101.04,0.949,-0.12912,-0.60685,1.264,-118.52,1.404,1.9623,20.746,-0.33389,-1273.6
15714,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.006464,0.13451,-0.056757,0.066076,0.13451,-0.046926,4.6e-05,-0.014655,0.32258,0.3625,4.2399,0.000674,1148.0,0.82021,1.8307,-0.058357,0.99933,-41.114,-0.42195,2.7605,51.718,1.0364,-9022.3
15715,risky_upgrade,1,1,CCC,B,CCC→B,1,0.12417,-0.7113339999999999,-0.66139,-1.00064,-1.711,1.135,0.6873924000000006,0.11917,0.30417,0.28109,3.4133,0.13118,-4281.0,1.2605,0.077762,0.47161,0.8728,-81.753,-0.42338,4.0685,4.3957,-3.5004,933.69
15716,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.31208,-0.22344,0.0,-0.68208,-0.30621,-0.46293,-0.34881,-0.39103,1.0751,0.78552,4.09,-0.29225,-8391.0,1.0452,-0.1327,-0.40356,1.2586,-199.57,1.6236,0.98353,36.406,-0.47714,-1016.4
15717,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.14577,0.079165,0.0,-0.15372,-0.000795,-0.13023,-0.10755,-0.16911,1.1183,0.99004,4.0002,-0.13104,-1538.0,1.0452,-0.31534,-0.16303,1.1322,-287.05,-1.8963,0.89211,224.67,0.33994,-2419.4
15718,risky_upgrade,1,1,CCC,B,CCC→B,1,0.043706,0.23621,0.0,-0.12255,0.22899,0.16823,0.006038,0.036822,0.41298,0.39034,4.2618,0.003253,-2239.5,0.98818,0.24309,0.075556,0.97188,-114.07,0.24277,2.4934,90.142,0.62493,4102.1
15719,risky_upgrade,1,1,B,BB,B→BB,1,0.010418,0.09575,-0.049232,0.024421,-0.047412,0.002508,0.039585,0.010954,0.72183,0.64318,3.599,0.027587,97.0,1.0452,0.83511,0.002774,0.93574,-184.17,-0.05227,1.5848,191.29,1.339,24064.0
15720,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.46484,0.1123,-0.36247,-0.3714,0.021357,-0.36247,-0.33387,-0.23463,0.82368,0.60166,4.4169,-0.37899,-9699.0,0.70664,-0.14706,-0.43885,1.379,-109.53,-2.9482139999999997,1.2053,1.8075,0.20591,-1432.8
