,group,is_risky,cluster,from_grade,to_grade,transition,high_risk_transition,Attr52,Attr49,Attr38,working_capital_to_assets,Attr30,Attr25,Attr13,Attr24,Attr35,retained_earnings_to_assets,Attr55,Attr41,Attr29,Attr56,Attr21,Attr12,cash_to_current_liabilities,Attr57,Attr63,Attr53,Attr58,Attr46
13639,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.46797,0.035061,0.41846,0.12644,0.3966,0.40502,0.055939,0.059337,0.072613,0.0,559.0,0.27174,3.6455,0.056158,1.0452,0.10207,-21.062,0.12668,2.2241,1.433,0.94529,0.45914
13640,risky_upgrade,1,1,CCC,B,CCC→B,1,0.36864,0.008551,0.35429,-0.0057143,0.37821,-0.0081063,-0.014597,-0.04285,0.00084385,-0.13967,-43.0,1.4792,3.8765,0.11045,1.0971,-0.039482,-21.811,-0.070094,2.7048,0.94072,0.88052,0.15867
13641,risky_upgrade,1,1,CCC,B,CCC→B,1,0.079508,0.057025,0.22443,0.10672,0.073026,0.22443,0.069491,0.57444,0.56475,0.5037,257.41,0.035646,3.3824,0.067043,0.5625,0.86004,-3.5288,2.2443,13.481,0.99592,0.93296,0.8782
13642,risky_upgrade,1,1,B,BB,B→BB,1,0.45765,-0.18429,0.50021,0.057176,0.55258,0.44264,-0.078135,-0.13855,-0.11997,-0.16144,1660.1,-0.31372,4.4629,-0.10823,1.358,-0.2773,-101.71,-0.36472,1.9717,0.99874,1.1082,0.43667
13643,risky_upgrade,1,2,CCC,B,CCC→B,1,0.033593,-0.8681929,0.8395,0.84089,1.2693,-1.86106,-0.5750552000000001,-1.034518,-0.5391808,-1.880592,436.58,-0.033746,2.7153,-0.6627794,0.81083,-2.09503,61.688,1.6752,12.141,1.2053,1.6584000000000014,0.23133
13644,risky_upgrade,1,0,CCC,B,CCC→B,1,0.017541,0.017589,0.90818,0.68177,-0.0070813,0.11729,0.037415,0.51995,0.10991,0.0,2034.4,0.019254,3.4748,0.025776,1.0202,1.6089,59.552,0.1292,57.91630000000018,3.6975,0.97255,1.6911
13645,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.49158,0.0022322,0.35147,-0.022951,0.45514,0.081021,0.048766,0.06792,0.043508,0.0,-49.0,0.28623,3.3294,0.032236,1.6754,0.042724,-85.727,0.065687,2.0845,0.8495,0.96965,0.53825
13646,risky_upgrade,1,1,CCC,B,CCC→B,1,0.22794,-0.0067847,0.12862,-0.56401,0.28123,-0.056912,-0.0012708,-0.058504,-0.20616,-0.65893,-85.03,0.329,2.1783,-0.066964,1.0452,-0.077566,-82.637,-0.45487,4.083,0.15883,0.98968,0.24967
13647,risky_upgrade,1,1,CCC,B,CCC→B,1,0.14567,-0.0048218,0.44274,-0.14714,0.21899,0.19072,0.025834,0.019263,0.050679,0.015418,-1696.5,0.20516,4.0618,0.0087511,0.74918,0.040077,-29.496,0.08084,6.9254,0.28616,0.99125,0.456
13648,risky_upgrade,1,1,B,BB,B→BB,1,0.17521,0.046727,0.1186,-0.15082,0.11829,0.017001,0.049373,0.13866,0.27182,-0.18705,-103.61,0.10282,2.837,0.05143,1.0171,0.27467,-12.434,1.7204,6.0047,0.44024,0.94934,0.31495
13649,risky_upgrade,1,2,CCC,B,CCC→B,1,2.1608,0.028292,-0.7113339999999999,-1.00064,2.1102,-1.3265,-0.13623,-0.15722,0.023336,-0.070217,-40775.49,2.4652,4.855,0.018276,1.0,-0.064218,-698.78,0.087085,0.4714,-2.6499,0.98172,0.10419
13650,risky_upgrade,1,1,BBB,A,BBB→A,0,0.189,-0.080444,0.65285,0.30716,0.14713,0.63904,9.0342e-05,-0.068935,-0.049713,-0.066961,3522.9,0.54148,4.0595,-0.092788,1.2522,-0.22604,29.457,-0.10478,4.8417,1.6476,1.0928,1.4577
13651,risky_upgrade,1,2,B,BB,B→BB,1,3.241538000000006,0.089664,0.34055,-0.53242,3.5779,0.34055,0.2649,0.033815,0.022826,0.033815,-6245.8,0.64285,4.0693,0.035752,1.172,0.055202,-1350.4,0.099294,0.293002,0.37022,0.96425,0.11173
13652,risky_upgrade,1,1,CCC,B,CCC→B,1,0.3584,-0.11211,0.054129,-0.53632,0.38335,0.054129,-0.079448,-0.25096,-0.20936,-0.25557,-8553.5,-0.20512,4.2027,-0.081629,1.1967,-0.26941,-104.79,-2.9482139999999997,2.5796,0.089499,1.0816,0.21294
13653,risky_upgrade,1,2,CCC,B,CCC→B,1,1.5104,-0.20876,-0.52264,-1.00064,1.7655,-0.52264,-0.14255,-0.18449,-0.11778,-0.18449,-13554.0,-0.89332,4.0773,-0.16968,0.73707,-0.12137,-567.69,0.35301,0.56604,-0.85081,1.1697,0.07834487
13654,risky_upgrade,1,1,B,BB,B→BB,1,0.060074,-0.025547,0.79037,0.21545,0.070412,0.19024,-0.011501,-0.28953,-0.053106,0.0,162.97,-0.51673,2.8788,-0.015396,1.2557,-0.35894,0.21219,-0.10058,16.383,1.3013,1.0151,1.0658
13655,risky_upgrade,1,1,BBB,A,BBB→A,0,0.087101,0.018776,0.81865,0.45169,0.0075649,0.062988,0.068378,0.18402,0.11856,0.0,2373.6,0.039906,3.7206,0.05463,1.0452,0.51356,59.826,0.11369,11.974,2.2313,0.95568,1.5446
13656,risky_upgrade,1,1,CCC,B,CCC→B,1,0.34507,-0.39543,0.71112,0.19914,0.3888,0.71112,-0.30695,-0.16363,-0.163,-0.16591,4105.0,-0.044757,4.3142,-0.20561,2.1166,-0.84579,-107.64,-0.2333,2.4037,1.1708,1.2056,0.22292
13657,risky_upgrade,1,1,CCC,B,CCC→B,1,0.44739,-0.0057057,0.10351,-0.38266,0.47913,0.087389,0.042198,0.015174,-0.13532,-0.24064,-1187.0,0.25611,3.4916,-0.072464,1.0452,0.016926,-86.076,0.1466,2.0841,0.21306,0.97427,0.092053
13658,risky_upgrade,1,1,CCC,B,CCC→B,1,0.28048,-0.024518,0.11643,0.0002733,0.56012,-1.1309,-0.034942,-0.075957,-0.10013,-1.1308,2.0,-0.76915,3.8644,0.18349,1.0452,-0.11346,-55.122,0.33067,3.2472,-0.69549,0.8076,0.56461
13659,risky_upgrade,1,1,CCC,B,CCC→B,1,0.67309,0.01078,-0.062692,-0.043267,0.58983,-0.069648,0.015209,0.05043,0.022558,-0.088383,-311.0,1.5248,3.8566,0.014707,0.91891,0.019596,-18.849,-0.29885,1.5052,-2.4829,0.98699,0.19117
13660,risky_upgrade,1,0,BB,BBB,BB→BBB,0,0.014425480000000001,0.3816567000000009,0.9843212,0.46028,-0.6269029,0.27755,0.40546,0.17534,0.15694,0.035052,1023.2,0.00050254,3.3469,0.54056,1.0452,9.399790000000033,584.09,0.17581,57.91630000000018,1.8583,0.44776,26.55150999999995
13661,risky_upgrade,1,1,CCC,B,CCC→B,1,0.075967,-0.021312,0.26183,-0.18073,0.080877,0.20921,-0.0089591,-0.098148,-0.0024539,0.0,-981.0,-1.0257,3.7346,-0.00025923,0.86389,-0.23521,-12.383,-0.77127,12.895,0.47082,1.01,0.24402
13662,risky_upgrade,1,2,CCC,B,CCC→B,1,0.18346,-0.1621,-0.7113339999999999,-1.00064,0.21162,-1.8489,-0.16553,-1.034518,-0.5391808,-0.13579,-1015.6,-0.044576,2.7443,-0.15902,1.0452,-0.7838,-56.587,1.2293,4.695,-4.8142759999999996,1.1608,0.19886
13665,risky_upgrade,1,1,B,BB,B→BB,1,0.18338,-0.28879,0.80577,0.18255,0.12003,0.80577,-0.18207,-0.12501,-0.12204,-0.12501,720.88,-0.043544,3.5965,-0.27413,0.78843,-1.0197,-20.98,-0.15514,4.2799,1.1596,1.2741,0.69559
13666,risky_upgrade,1,1,CCC,B,CCC→B,1,0.47645,-0.022433,-0.023366,0.22845,0.39598,-0.045081,0.058074,0.0084474,0.030191,0.0014038,2594.0,0.18721,4.0552,0.10829,0.89736,0.01834,-134.42,-0.031139,2.3537,-0.14497,0.89171,0.26061
13667,risky_upgrade,1,1,CCC,B,CCC→B,1,0.17738,-0.097009,0.29922,0.27054,0.4132,-1.0748,-0.13585,-0.52158,-0.35181,-0.57245,272.7,-0.18819,3.0035,-0.098143,1.1191,-0.72066,23.093,0.64636,5.1336,-4.8142759999999996,1.0916,0.45578
13668,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.21218,-0.017931,0.55999,-0.069539,0.2597,0.4548,0.041425,0.031264,0.017649,0.025487,-3607.1,0.2466,4.7149,0.0048921,0.61413,0.071125,-39.553,0.05604,4.7362,0.72193,0.99511,0.50798
13669,risky_upgrade,1,1,CCC,B,CCC→B,1,0.82268,0.018541,-0.023014,-0.067163,0.77475,-0.073294,-0.16154,-0.18913,0.027091,-0.19102,-28669.0,0.91888,5.6303,0.059381,1.6024,-0.21569,-117.02,2.6062,1.2923,-0.38516,0.94062,0.73678
13672,risky_upgrade,1,1,CCC,B,CCC→B,1,0.62519,0.15449,0.37269,-0.32768,0.7668,-0.16014,0.10625,-0.018774,0.090025,-0.3313,-4346.0,0.16554,4.1226,0.28824,0.95615,0.17868,-214.24,0.39347,1.6818,0.33198,0.68127,0.39113
13673,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.27002,-0.0097842,0.51377,0.14894,0.27016,0.51267,0.032588,0.027253,0.013821,0.021416,1542.0,0.35355,4.0151,0.0013932,0.97685,0.056113,-24.282,0.041773,3.7085,1.4031,0.99861,0.75791
15414,risky_upgrade,1,2,CCC,B,CCC→B,1,1.0704,-0.093877,-0.12971,-0.32827,1.2255,-0.13317,-0.14786,-0.22865,-0.10567,-0.12099,-475.0,-0.44459,3.1605,-0.03295,1.1144,-0.12361,-317.54,1.0281,0.836,-0.52087,1.0094,0.54206
15415,risky_upgrade,1,1,CCC,B,CCC→B,1,0.64993,0.061505,-0.16627,-0.26808,0.68247,-0.28941,-0.024539,-0.1681,-0.1692,0.0,-1438.0,0.35349,3.7295,-0.10421,0.92563,-0.038967,-127.42,0.29884,1.3934,-1.7372,0.94307,0.39917
15416,risky_upgrade,1,1,CCC,B,CCC→B,1,0.84784,-0.13304,0.31342,0.026407,0.71862,0.072442,-0.26983,0.22616,-0.13471,0.0,296.0,-0.18006,4.0496,0.40409,0.83058,-0.52816,-208.13,-0.93115,1.9574,0.59002,0.7434,0.43623
15417,risky_upgrade,1,1,B,BB,B→BB,1,1.8726,-0.006431,0.13429,0.12984,1.8822,0.10308,0.011459,-0.052122,-0.003908,0.0,208.0,5.3972,3.2047,-0.00853,1.0135,0.001277,-593.39,0.008228,0.52951,30.13,0.9974,1.0257
15418,risky_upgrade,1,1,B,BB,B→BB,1,0.33844,0.081443,0.55149,0.099863,0.88932,0.08702,0.042632,0.032805,0.032806,0.0,3821.4,0.22812,4.5828,0.035095,1.1496,0.054731,-28.477,0.10094,2.9861,0.28621,0.98335,0.87935
15420,risky_upgrade,1,1,B,BB,B→BB,1,0.13264,0.002596,0.52771,0.51035,-0.000663,0.45006,0.015732,0.11876,0.027798,0.0,400.42,0.26431,2.8946,0.008218,0.95403,0.059943,32.613,0.036962,7.5249,12.797,0.99214,1.7563
15422,risky_upgrade,1,1,CCC,B,CCC→B,1,0.51167,-0.018595,0.53174,-0.31771,1.1046,-0.12223,-0.052152,-0.22926,-0.012351,-0.10003,-16643.0,-1.9925,4.7192,0.15978,0.70468,-0.09956,-149.47,-0.53872,1.909,0.090615,0.84053,0.091766
15423,risky_upgrade,1,1,B,BB,B→BB,1,0.61891,-0.024092,0.28306,0.17919,0.57057,0.20755,0.024424,0.15569,0.003641,0.0,4542.0,1.0033,4.4039,0.003203,0.9605,0.003211,13.37,0.000255,1.6209,2.4801,0.97944,0.28428
15424,risky_upgrade,1,2,CCC,B,CCC→B,1,3.241538000000006,-0.8681929,-0.7113339999999999,-1.00064,4.20196500000005,-1.86106,-0.5750552000000001,-1.034518,-0.032729,-1.880592,-19786.0,-0.9373,3.7253,0.80714,0.31632000000000005,-0.096169,-2978.4999999999995,0.12921,0.293002,-3.5769,1.6584000000000014,0.07834487
15425,risky_upgrade,1,1,CCC,B,CCC→B,1,0.46923,-0.13783,0.8691,0.042745,0.4701,0.01376,-0.14916,-0.26405,-0.032551,0.018509,114.94,-0.12913,3.4296,0.9867157000000019,0.61594,-0.27936,-45.053,-0.042024,1.873,1.0518,0.0475312,0.71318
15426,risky_upgrade,1,1,CCC,B,CCC→B,1,0.74222,-0.04754,0.43944,0.19294,1.1461,-0.14132,-0.12898,-0.35554,-0.004339,-0.23544,21215.0,-1.6425,5.0412,-0.006664,0.75633,-0.18793,-46.025,-0.3784,1.3384,0.6519,1.006,0.66624
15427,risky_upgrade,1,1,CCC,B,CCC→B,1,0.14941,-0.11059,0.70488,-0.11524,0.17528,0.64081,-0.046626,0.048395,-0.2065,0.0,-134.26,-0.054519,3.0663,0.087659,1.0049,-0.27921,-30.381,-0.11953,5.9883,0.83046,0.84042,0.20463
15429,risky_upgrade,1,1,B,BB,B→BB,1,0.70294,0.050325,0.29358,-0.16554,0.6601,0.17264,0.048751,0.17453,0.062561,0.0,-1585.0,0.29679,3.9811,0.058611,0.73812,0.055539,-190.05,0.113,1.5112,0.63944,0.93791,0.51264
15430,risky_upgrade,1,1,CCC,B,CCC→B,1,1.0631,-0.017613,0.35775,-0.43279,1.336,0.009427,-0.14419,-0.18191,-0.034477,-0.36593,-3810.7,-2.2021499999999996,3.9447,0.20616,0.74794,-0.12436,-349.55,-0.18717,0.86248,0.4,0.7549,0.14992
15431,risky_upgrade,1,1,CCC,B,CCC→B,1,0.6846,0.0,0.53077,-0.17732,0.71646,-0.13069,-0.17016,-0.13807,-0.029501,-0.019106,-1104.0,-0.18029,3.7942,0.27925,0.88452,-0.34485,-90.946,-0.38756,2.0267,0.5033,1.1668,0.42076
15432,risky_upgrade,1,1,CCC,B,CCC→B,1,0.50178,-0.097241,0.13991,0.016908,0.61097,0.003047,-0.13739,0.26123,-0.14634,0.000113,145.0,-0.21188,3.9333,-0.011211,0.5113,-0.24735,-118.04,-2.1245,1.8003,0.5548,1.0086,0.68709
15433,risky_upgrade,1,1,CCC,B,CCC→B,1,0.44995,-0.2012,0.43574,-0.039983,0.61649,0.034766,-0.13196,-0.17858,-0.11132,-0.000258,0.92438,-0.19811,4.2869,0.18524,0.88874,-0.34271,-136.26,-0.48736,1.9034,0.72736,0.88519,0.19734
15435,risky_upgrade,1,2,CCC,B,CCC→B,1,1.2977,-0.8681929,-0.7113339999999999,-1.00064,2.4765,-1.86106,-0.5750552000000001,-1.034518,-0.5391808,-1.880592,-1480.0,-0.089813,2.5441,-0.6627794,0.75724,-0.42045,-377.75,0.44903,0.4345,-4.8142759999999996,1.6584000000000014,0.07834487
15436,risky_upgrade,1,2,CCC,B,CCC→B,1,1.1858,-0.44067,0.48735,-0.42784,2.4666,0.11306,-0.32461,-0.32615,-0.11178,0.0,-7678.0,-0.29634,4.254,-0.35447,0.58655,-0.25291,-438.19,-0.57803,0.62261,0.24071,1.3422,0.12414
15437,risky_upgrade,1,1,CCC,B,CCC→B,1,0.18815,0.033718,0.51988,0.53188,-0.071762,0.514,0.029287,0.08964,0.089282,0.0,4521.0,0.18583,3.9294,0.035072,0.57613,0.16103,77.738,0.11238,5.508,64.90636000000016,0.9645,1.4347
15438,risky_upgrade,1,2,CCC,B,CCC→B,1,0.47017,-0.092917,-0.074434,-0.47165,0.716,-1.0429,-0.12071,-0.42578,-0.32157,-0.93038,-4051.0,-0.25724,3.9339,0.043041,0.88907,-0.20946,-138.29,1.8201,1.7353,-0.1928,0.86074,0.2908
15440,risky_upgrade,1,2,CCC,B,CCC→B,1,2.4682,-0.50675,-0.27947,-0.67952,2.6586,-0.3096,-0.5750552000000001,0.4182,-0.21195,-0.068356,-40775.49,-0.18317,4.9891,0.10469,0.47132,-0.30829,-779.11,1.3072,0.39287,-0.6076,1.3101,0.14717
15441,risky_upgrade,1,2,CCC,B,CCC→B,1,0.33032,-0.36723,-0.35779,-0.39729,0.45968,-0.79232,-0.38853,-1.034518,-0.5391808,-0.37742,-121.8,-0.043195,2.4865,-0.36708,0.73645,-0.86355,-84.255,2.8106089999999995,2.2129,-4.8142759999999996,1.3893,0.30077
15442,risky_upgrade,1,2,CCC,B,CCC→B,1,0.89917,-0.854,-0.7113339999999999,-1.00064,1.6357,-1.86106,-0.5750552000000001,-1.034518,-0.5391808,-1.2417,-16904.0,-0.071177,3.9138,-0.6627794,0.89152,-0.55679,-288.14,0.84981,0.63382,-3.8758,1.6584000000000014,0.11172
15443,risky_upgrade,1,1,CCC,B,CCC→B,1,0.57322,-0.14841,0.25673,-0.13973,1.0245,-0.08452,0.20325,-0.10954,-0.14919,-0.087242,-536.0,0.1365,3.5839,-0.17156,0.67694,0.002336,-173.65,0.015024,1.4891,0.1639,0.95701,0.4956
15444,risky_upgrade,1,2,CCC,B,CCC→B,1,0.86963,-0.40053,0.00073,-0.11864,1.1785,-0.007696,-0.37112,-0.66907,-0.30856,0.33468,-704.0,-0.12066,3.7733,-0.36708,0.38243,-0.3425,-243.06,-2.9482139999999997,0.84115,0.006114,1.3475,0.67218
15446,risky_upgrade,1,1,CCC,B,CCC→B,1,0.42426,-0.056522,0.18473,-0.12961,0.59667,0.099362,-0.096441,-0.28457,-0.11667,0.0,-3715.0,-0.35308,4.4573,0.086013,1.1677,-0.20435,-99.601,-0.69443,2.119,0.37935,0.88767,0.45475
15447,risky_upgrade,1,1,CCC,B,CCC→B,1,0.55692,-0.3057,0.29782,-0.28995,1.0235,0.13941,-0.18497,0.97396,-0.20051,-0.23909,-2342.1,-0.24534,3.9073,-0.24293,0.87335,-0.37529,-164.29,-1.1764,1.3988,0.22175,1.3297,0.23374
15448,risky_upgrade,1,1,CCC,B,CCC→B,1,0.19523,-0.17531,0.6767,0.41093,0.38969,0.48928,-0.22135,-0.18525,-0.22683,0.0,1652.3,-0.083332,3.6043,0.31916,0.69285,-0.73167,-17.031,-0.24111,3.3056,1.8498,0.67127,2.2456
15449,risky_upgrade,1,1,CCC,B,CCC→B,1,0.22086,-0.071025,0.72284,0.70975,-0.16788,0.15333,-0.037478,-0.16122,-0.063286,0.0,1587.7,-0.12027,3.3497,0.14882,0.79156,-0.15842,174.58,-0.056067,4.227,21.173,0.83397,2.3715
15450,risky_upgrade,1,1,B,BB,B→BB,1,0.252,-0.043559,0.36823,-0.11708,0.25263,0.25018,-0.055593,0.95938,-0.11703,0.0,-1252.3,-0.19429,4.0292,0.079216,1.1842,-0.23914,-66.122,-0.49159,4.3017,0.63943,0.93461,0.28368
15452,risky_upgrade,1,1,B,BB,B→BB,1,0.3293,0.005994,0.25977,0.20163,0.3285,0.18491,0.001222,0.24708,0.022925,0.0,1628.0,1.8951,3.9071,0.091515,1.0371,0.003696,4.8274,0.007115,3.0254,3.6364,0.91346,0.27247
15454,risky_upgrade,1,1,CCC,B,CCC→B,1,0.29559,-0.090341,0.063499,-0.40999,0.42019,-0.27588,-0.12032,-0.30491,-0.18315,-0.058793,-40775.49,-0.15613,5.0533,0.11956,1.0588,-0.36882,-74.748,2.7281,3.0654,-0.21244,0.90233,0.23526
15456,risky_upgrade,1,1,CCC,B,CCC→B,1,0.34031,-0.002672,0.13291,-0.068396,0.3386,-0.29856,-0.013446,-0.097608,-0.058983,-0.3045,-4280.0,-2.2021499999999996,4.7964,0.88032,0.80713,-0.038514,-25.909,-0.25069,2.8644,0.65385,0.11896,0.16481
15457,risky_upgrade,1,1,CCC,B,CCC→B,1,0.24024,-0.095797,0.019176,-0.6765,0.25068,-0.066468,-0.10249,-0.3732,-0.25102,0.040954,-829.39,-0.09174,3.0885,0.18403,0.70074,-0.38871,-66.303,-2.9482139999999997,3.7928,0.027537,0.84453,0.12582
15458,risky_upgrade,1,1,B,BB,B→BB,1,0.15976,-0.45516,0.67367,0.2683,0.38266,-0.086748,-0.011757,-0.23767,-0.20324,0.0,3130.0,-2.1844,4.0669,-0.2734,0.83592,-1.1541,95.251,-0.31396,4.9156,0.9582,1.1972,1.4153
15459,risky_upgrade,1,1,CCC,B,CCC→B,1,0.26055,-0.059396,0.50331,0.033202,0.30986,0.37377,-0.086062,-0.31404,-0.16874,0.0,101.0,-0.19541,3.4832,-0.023543,1.015,-0.30019,0.059013,-0.37555,3.4881,0.84347,0.98605,0.2
15460,risky_upgrade,1,1,CCC,B,CCC→B,1,0.045736,-0.26325,0.8442,0.59465,-0.033031,0.73199,-0.22606,0.92128,-0.5391808,0.0,270.27,-0.010813,2.6575,-0.6305,0.31632000000000005,-2.09503,45.553,-0.60064,13.41,3.3826,1.1575,2.2845
15461,risky_upgrade,1,1,CCC,B,CCC→B,1,0.27626,-0.045804,0.28051,0.06517,0.2976,0.040844,-0.035,-0.50051,-0.19667,-0.37768,32.63,-0.72077,2.6996,-0.08126,1.0579,-0.17072,-78.475,-0.43788,3.3478,1.3025,1.0279,0.8727
15462,risky_upgrade,1,1,CCC,B,CCC→B,1,0.33558,-0.031903,0.12571,0.030342,0.34323,0.11349,-0.045675,-0.087778,-0.092472,0.0,211.0,-0.53904,3.8422,-0.037176,0.94965,-0.14583,-89.596,-1.0043,2.8731,1.2082,1.0256,0.7995
15464,risky_upgrade,1,1,B,BB,B→BB,1,0.13494,0.01525,0.82798,0.82798,-0.47927,0.31294,0.020928,0.23424,-0.004893,0.0,160.76,0.21576,2.2882,-0.003853,0.7125,0.13353,234.49,0.022456,7.382,1.2053,0.9823,4.538
15465,risky_upgrade,1,1,CCC,B,CCC→B,1,0.21352,-0.18081,0.67437,0.015291,0.39703,0.50459,0.013804,-0.23635,-0.22437,0.0,55.66,0.55242,3.5611,-0.2777,0.87377,-0.32604,-49.681,-0.10743,3.6655,0.87563,1.065,0.70902
15467,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.39368,-0.086594,0.33374,0.007493,0.567,0.20629,-0.067112,0.75896,-0.074608,0.0,304.27,1.4653,4.6086,-0.058777,0.96315,-0.27193,-83.545,-0.49531,2.3261,0.61601,1.1723,0.44229
15468,risky_upgrade,1,2,CCC,B,CCC→B,1,1.0347,-0.21554,0.068168,-0.63399,1.2478,-0.045162,-0.005502,-0.40952,-0.12136,-0.70338,-28329.0,-0.67518,4.6502,-0.1579,0.81695,-0.068813,-349.91,-1.2189,0.83467,0.055937,1.0273,0.19154
15469,risky_upgrade,1,2,CCC,B,CCC→B,1,1.2829,-0.2267,-0.047481,-0.19673,2.1846,-0.44637,-0.10285,0.58735,-0.10329,-0.41586,-40775.49,-0.60682,5.5652,-0.21181,0.9254,-0.080812,-360.13,0.34568,0.54944,-0.73525,1.5048,0.47044
15471,risky_upgrade,1,2,CCC,B,CCC→B,1,0.48641,-0.8681929,0.43001,0.39854,0.74522,-1.3732,-0.5750552000000001,0.94136,-0.5391808,-1.3732,6130.0,-0.037675,4.187,0.23446,0.50879,-2.09503,-95.718,-2.9482139999999997,1.9116,0.74105,1.6584000000000014,1.2181
15472,risky_upgrade,1,1,CCC,B,CCC→B,1,1.0239,-0.1075,0.72038,0.16306,0.97771,0.18613,-0.14886,0.49971,-0.045245,-0.014727,25455.0,-0.30318,5.1934,0.53928,0.94042,-0.28536,43.134,-0.1342,1.917,0.85393,0.57258,0.07834487
15473,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.61799,-0.12302,0.54528,-0.029124,1.2165,0.031998,-0.04164,-0.023477,-0.034338,0.052782,-325.49,3.3443,4.0483,-0.0576,0.72476,-0.16685,-174.47,-0.25795,1.5252,0.39612,1.1087,0.35765
15474,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.35843,0.026773,0.61952,0.34874,0.44886,0.45478,0.086082,0.27011,0.04304,0.0,15549.0,0.22846,4.6492,0.039071,0.76715,0.18957,22.063,0.12263,2.9034,1.7803,0.87901,0.80842
15475,risky_upgrade,1,1,B,BB,B→BB,1,0.35939,-0.17565,0.29285,-0.24662,0.43915,0.23231,-0.11804,0.54407,-0.23615,0.0,-4491.4,-0.13563,4.2603,-0.14098,1.0456,-0.36417,-70.811,-0.81704,2.3994,0.47887,1.1706,0.49956
15476,risky_upgrade,1,1,CCC,B,CCC→B,1,0.15795,-0.14707,0.52252,-0.2073,0.29284,-0.44132,-0.089545,-0.50566,-0.19411,-0.20706,-1761.0,-0.12325,3.9292,-0.10228,0.4983,-0.70823,-40.581,-0.52999,5.7439,0.50356,1.1118,0.086049
15477,risky_upgrade,1,1,CCC,B,CCC→B,1,0.46492,-0.15567,0.34597,0.1032,0.5864,-0.40563,-0.16703,-0.15277,-0.2781,-0.27298,403.0,-0.12626,3.5916,-0.00739,0.63902,-0.2833,-30.887,-0.53535,1.696,1.4233,0.92105,0.34783
15478,risky_upgrade,1,1,CCC,B,CCC→B,1,0.69715,-0.5857,0.2162,-0.13478,0.72189,0.072483,-0.53378,0.88632,0.0,0.0,-12970.0,-0.055222,4.9833,-0.21781,1.0019,-0.67186,-151.63,-0.846,1.1779,0.25165,1.2178,0.45007
15479,risky_upgrade,1,1,CCC,B,CCC→B,1,0.24523,-0.13753,0.452,0.14778,0.33371,0.22918,-0.16503,-0.48587,-0.12885,0.0,1.3064,-0.12304,4.9323,0.17099,0.91121,-0.6734,-36.325,-0.78711,3.5783,1.1324,0.94498,0.60364
15480,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.13195,0.036075,0.62886,0.28907,0.13936,-0.0287,0.019132,0.16118,0.14134,-0.052801,836.0,0.14147,3.4612,0.047932,1.115,0.097612,19.972,0.064664,7.9599,1.1054,0.95687,0.9338
15481,risky_upgrade,1,1,CCC,B,CCC→B,1,0.2069,-0.14112,0.22884,-0.12146,0.44242,0.13071,-0.14529,0.058709,-0.24231,0.075622,-604.0,-0.10501,3.6966,0.000812,0.86128,-0.60825,-56.725,-1.1011,4.1864,0.32366,1.0003,0.47735
15482,risky_upgrade,1,2,CCC,B,CCC→B,1,0.316,-0.072342,-0.19281,-0.53881,0.48386,-0.37189,-0.10214,-0.38659,-0.5391808,-0.1619,-951.0,-0.22477,3.2467,-0.12379,0.85534,-0.22319,-79.63,1.2484,2.185,-0.48915,0.84681,0.23046
15483,risky_upgrade,1,1,B,BB,B→BB,1,0.23317,0.014657,0.29984,0.10527,0.16169,0.23975,0.009361,0.016942,0.054966,0.0,527.0,0.5293,3.6995,0.088048,0.71364,0.040661,-26.1,0.096769,4.3438,1.4847,0.91565,0.77156
15485,risky_upgrade,1,2,CCC,B,CCC→B,1,3.241538000000006,-0.8681929,-0.58747,-1.00064,4.20196500000005,-0.62693,-0.5750552000000001,-0.81226,-0.36019,-1.1909,-8666.8,-0.22334,3.7795,-0.6627794,0.31632000000000005,-0.28402,-1538.0,0.75085,0.293002,-0.66242,1.6584000000000014,0.07834487
15486,risky_upgrade,1,1,BBB,A,BBB→A,0,0.086463,0.035802,0.71678,0.013657,0.10648,0.16583,0.1108,0.2141,0.19177,0.0,147.26,0.033107,4.0327,0.064232,1.0452,0.87477,-10.23,0.25049,12.199,0.89267,0.92991,0.69996
15487,risky_upgrade,1,1,B,BB,B→BB,1,0.26176,-0.001548,0.41259,0.080966,0.35624,0.21492,0.026333,0.013073,0.041053,0.003588,7978.5,0.30001,4.9936,-0.018859,0.7388,0.022446,-36.223,0.016696,3.7495,0.6385,1.0189,0.62633
15488,risky_upgrade,1,1,CCC,B,CCC→B,1,0.44586,-0.004171,0.21435,-0.30456,0.45397,0.15362,0.028126,-0.001943,0.046284,-0.01071,-6023.0,0.27746,4.2961,0.048052,0.92204,-0.002473,-141.3,-0.069717,2.3561,0.29604,0.95195,0.14745
15489,risky_upgrade,1,1,B,BB,B→BB,1,0.24906,0.030944,0.45957,-0.14625,0.23053,0.45957,0.031974,0.040243,0.068851,0.033356,-438.05,0.16219,3.4764,0.039865,1.0452,0.097055,-59.931,0.072579,4.1817,0.62818,0.96014,0.34566
